Question,Answer,Q&A,categories,pre-score,weight,score
BC2_2,6,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_2순위  6) 원산지,,,,
BC2_2,7,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_2순위  7) 영양성분,['health_orientation'],9,0.7,6.3
BC2_2,8,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_2순위  8) 식품첨가물,,,,
BC2_2,9,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_2순위  9) 원재료/성분 함량,['health_orientation'],9,0.7,6.3
BC2_2,10,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_2순위 10) 포장 디자인,['premium_orientation'],9,0.7,6.3
BC2_2,11,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_2순위 11) 포장 재활용 여부,,,,
BC2_2,12,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_2순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,0.7,6.3
BC2_2,13,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_2순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,0.7,6.3
BC2_2,14,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_2순위 14) 보관방법,,,,
BC2_2,15,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_2순위 15) 알코올 도수,,,,
BC2_2,51,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_2순위 51) 맛,,,,
BC2_2,95,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_2순위 95) 구입하지 않음,,,,
BC2_3,1,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_3순위  1) 가격,['price_sensitivity'],9,0.5,4.5
BC2_3,2,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_3순위  2) 용량,,,,
BC2_3,3,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_3순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,0.5,4.5
BC2_3,4,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_3순위  4) 제조일자/유통기한,,,,
BC2_3,5,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_3순위  5) 품질인증 표시,['premium_orientation'],9,0.5,4.5
BC2_3,6,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_3순위  6) 원산지,,,,
BC2_3,7,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_3순위  7) 영양성분,['health_orientation'],9,0.5,4.5
BC2_3,8,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_3순위  8) 식품첨가물,,,,
BC2_3,9,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_3순위  9) 원재료/성분 함량,['health_orientation'],9,0.5,4.5
BC2_3,10,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_3순위 10) 포장 디자인,['premium_orientation'],9,0.5,4.5
BC2_3,11,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_3순위 11) 포장 재활용 여부,,,,
BC2_3,12,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_3순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,0.5,4.5
BC2_3,13,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_3순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,0.5,4.5
BC2_3,14,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_3순위 14) 보관방법,,,,
BC2_3,15,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_3순위 15) 알코올 도수,,,,
BC2_3,51,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_3순위 51) 맛,,,,
BC2_3,95,BC2. 가공식품 품목별 구입 시 우선 확인하는 사항(김치 및 절임류)_3순위 95) 구입하지 않음,,,,
BC3_1,1,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_1순위  1) 가격,['price_sensitivity'],9,1,9
BC3_1,2,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_1순위  2) 용량,,,,
BC3_1,3,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_1순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,1,9
BC3_1,4,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_1순위  4) 제조일자/유통기한,,,,
BC3_1,5,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_1순위  5) 품질인증 표시,['premium_orientation'],9,1,9
BC3_1,6,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_1순위  6) 원산지,,,,
BC3_1,7,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_1순위  7) 영양성분,['health_orientation'],9,1,9
BC3_1,8,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_1순위  8) 식품첨가물,,,,
BC3_1,9,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_1순위  9) 원재료/성분 함량,['health_orientation'],9,1,9
BC3_1,10,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_1순위 10) 포장 디자인,['premium_orientation'],9,1,9
BC3_1,11,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_1순위 11) 포장 재활용 여부,,,,
BC3_1,12,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_1순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,1,9
BC3_1,13,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_1순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,1,9
BC3_1,14,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_1순위 14) 보관방법,,,,
BC3_1,15,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_1순위 15) 알코올 도수,,,,
BC3_1,51,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_1순위 51) 맛,,,,
BC3_1,95,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_1순위 95) 구입하지 않음,,,,
BC3_2,1,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_2순위  1) 가격,['price_sensitivity'],9,0.7,6.3
BC3_2,2,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_2순위  2) 용량,,,,
BC3_2,3,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_2순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,0.7,6.3
BC3_2,4,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_2순위  4) 제조일자/유통기한,,,,
BC3_2,5,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_2순위  5) 품질인증 표시,['premium_orientation'],9,0.7,6.3
BC3_2,6,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_2순위  6) 원산지,,,,
BC3_2,7,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_2순위  7) 영양성분,['health_orientation'],9,0.7,6.3
BC3_2,8,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_2순위  8) 식품첨가물,,,,
BC3_2,9,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_2순위  9) 원재료/성분 함량,['health_orientation'],9,0.7,6.3
BC3_2,10,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_2순위 10) 포장 디자인,['premium_orientation'],9,0.7,6.3
BC3_2,11,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_2순위 11) 포장 재활용 여부,,,,
BC3_2,12,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_2순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,0.7,6.3
BC3_2,13,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_2순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,0.7,6.3
BC3_2,14,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_2순위 14) 보관방법,,,,
BC3_2,15,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_2순위 15) 알코올 도수,,,,
BC3_2,51,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_2순위 51) 맛,,,,
BC3_2,95,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_2순위 95) 구입하지 않음,,,,
BC3_3,1,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_3순위  1) 가격,['price_sensitivity'],9,0.5,4.5
BC3_3,2,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_3순위  2) 용량,,,,
BC3_3,3,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_3순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,0.5,4.5
BC3_3,4,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_3순위  4) 제조일자/유통기한,,,,
BC3_3,5,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_3순위  5) 품질인증 표시,['premium_orientation'],9,0.5,4.5
BC3_3,6,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_3순위  6) 원산지,,,,
BC3_3,7,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_3순위  7) 영양성분,['health_orientation'],9,0.5,4.5
BC3_3,8,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_3순위  8) 식품첨가물,,,,
BC3_3,9,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_3순위  9) 원재료/성분 함량,['health_orientation'],9,0.5,4.5
BC3_3,10,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_3순위 10) 포장 디자인,['premium_orientation'],9,0.5,4.5
BC3_3,11,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_3순위 11) 포장 재활용 여부,,,,
BC3_3,12,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_3순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,0.5,4.5
BC3_3,13,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_3순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,0.5,4.5
BC3_3,14,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_3순위 14) 보관방법,,,,
BC3_3,15,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_3순위 15) 알코올 도수,,,,
BC3_3,51,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_3순위 51) 맛,,,,
BC3_3,95,BC3. 가공식품 품목별 구입 시 우선 확인하는 사항(과일채소가공품)_3순위 95) 구입하지 않음,,,,
BD2_1,1,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_1순위  1) 가격,['price_sensitivity'],9,1,9
BD2_1,2,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_1순위  2) 용량,,,,
BD2_1,3,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_1순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,1,9
BD2_1,4,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_1순위  4) 제조일자/유통기한,,,,
BD2_1,5,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_1순위  5) 품질인증 표시,['premium_orientation'],9,1,9
BD2_1,6,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_1순위  6) 원산지,,,,
BD2_1,7,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_1순위  7) 영양성분,['health_orientation'],9,1,9
BD2_1,8,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_1순위  8) 식품첨가물,,,,
BD2_1,9,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_1순위  9) 원재료/성분 함량,['health_orientation'],9,1,9
BD2_1,10,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_1순위 10) 포장 디자인,['premium_orientation'],9,1,9
BD2_1,11,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_1순위 11) 포장 재활용 여부,,,,
BD2_1,12,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_1순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,1,9
BD2_1,13,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_1순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,1,9
BD2_1,14,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_1순위 14) 보관방법,,,,
BD2_1,15,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_1순위 15) 알코올 도수,,,,
BD2_1,51,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_1순위 51) 맛,,,,
BD2_1,95,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_1순위 95) 구입하지 않음,,,,
BD2_2,1,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_2순위  1) 가격,['price_sensitivity'],9,0.7,6.3
BD2_2,2,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_2순위  2) 용량,,,,
BD2_2,3,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_2순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,0.7,6.3
BD2_2,4,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_2순위  4) 제조일자/유통기한,,,,
BD2_2,5,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_2순위  5) 품질인증 표시,['premium_orientation'],9,0.7,6.3
BD2_2,6,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_2순위  6) 원산지,,,,
BD2_2,7,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_2순위  7) 영양성분,['health_orientation'],9,0.7,6.3
BD2_2,8,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_2순위  8) 식품첨가물,,,,
BD2_2,9,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_2순위  9) 원재료/성분 함량,['health_orientation'],9,0.7,6.3
BD2_2,10,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_2순위 10) 포장 디자인,['premium_orientation'],9,0.7,6.3
BD2_2,11,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_2순위 11) 포장 재활용 여부,,,,
BD2_2,12,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_2순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,0.7,6.3
BD2_2,13,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_2순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,0.7,6.3
BD2_2,14,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_2순위 14) 보관방법,,,,
BD2_2,15,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_2순위 15) 알코올 도수,,,,
BD2_2,51,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_2순위 51) 맛,,,,
BD2_2,95,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_2순위 95) 구입하지 않음,,,,
BD2_3,1,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_3순위  1) 가격,['price_sensitivity'],9,0.5,4.5
BD2_3,2,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_3순위  2) 용량,,,,
BD2_3,3,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_3순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,0.5,4.5
BD2_3,4,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_3순위  4) 제조일자/유통기한,,,,
BD2_3,5,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_3순위  5) 품질인증 표시,['premium_orientation'],9,0.5,4.5
BD2_3,6,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_3순위  6) 원산지,,,,
BD2_3,7,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_3순위  7) 영양성분,['health_orientation'],9,0.5,4.5
BD2_3,8,BD2. 가공식품 품목별 구입 시 우선 확인하는 사항(장류)_3순위  8) 식품첨가물,,,,
